proxy,owner,originalOwner,transfers,status,totalCOMP,totalWei,rewards-v3-base-0x9e1028f5-2197588-51059175.merkl.json
0xB190e24dE4495b84a0460CeF7eD86198fF1E14F5,0xb142639507d8ED140D850dc2D522067126541Ad4,0xb142639507d8ED140D850dc2D522067126541Ad4,0,closed,0.000081,81000000000000,81000000000000
0x1B2936EA91b1eE29f884407c57C644CaC59B8058,0x9Cc2EB8801f102Df5a28a56a3701e3D5DBF22A7c,0x9Cc2EB8801f102Df5a28a56a3701e3D5DBF22A7c,0,closed,0.00008,80000000000000,80000000000000
0x88d9Eba1fD0E9967371D5f2AB14A5f89d5fef485,0xF3Bd5f9236F30f3E8b26DF1065FDD37eF9A3D3D4,0xF3Bd5f9236F30f3E8b26DF1065FDD37eF9A3D3D4,0,active,0.00008,80000000000000,80000000000000
0x423Ff66f0Adc7Ce40602FEc3F196b4dCE8a6D5ff,0x8E5Dd554117dd930C8dE99ddA5F0B41D318cD312,0x8E5Dd554117dd930C8dE99ddA5F0B41D318cD312,0,active,0.000079,79000000000000,79000000000000
0x906D43B3f4E42C305F5Ab5cc9a88Ba734A8d6da3,0x0020Fbbc255D18C1AF831964b29A34eaC4E8EF87,0x0020Fbbc255D18C1AF831964b29A34eaC4E8EF87,0,closed,0.000076,76000000000000,76000000000000
0x49c95050Dc14C6bBc6c07d736417CC109E44DA61,0x61DF21c9A21e2825C414c1C4EB75DB7d806A9C47,0x61DF21c9A21e2825C414c1C4EB75DB7d806A9C47,0,active,0.000075,75000000000000,75000000000000
0x79070963da0A6935dd2d6be3E90bF4194BC6775d,0x08e748d7907CD2aDaeD2600a644A6a69406ED47d,0x08e748d7907CD2aDaeD2600a644A6a69406ED47d,0,closed,0.000075,75000000000000,75000000000000
0x922C6E3066D0156eE3c5974F28f436f94e4027A8,0xE2F1BD288A2b45b3F75016dc69f4Bbf03d87B441,0xE2F1BD288A2b45b3F75016dc69f4Bbf03d87B441,0,closed,0.000075,75000000000000,75000000000000
0xFf74e43fa63632D8b5fAB458959Fd8cCd8B1966c,0x2ADC088788D115200dd66866d91BEF1793b0b8D2,0x2ADC088788D115200dd66866d91BEF1793b0b8D2,0,closed,0.000075,75000000000000,75000000000000
0xe9147CDCA0998E4EBAedC2743728BF524197200D,0x94859452Da7f0776bFa895e6598d76d1340d530F,0x94859452Da7f0776bFa895e6598d76d1340d530F,0,active,0.000074,74000000000000,74000000000000
0x2d32E9BE627372FA393A131Ff9202Db2d0638011,0xE165397F19a594F50eA83865994893d588BbC762,0xE165397F19a594F50eA83865994893d588BbC762,0,closed,0.000073,73000000000000,73000000000000
0x8fAebA7DCA682582077A0e9982A0276ff1d09204,0x2756Cd4892c67842A246B724754B0B574a7a4c7D,0x2756Cd4892c67842A246B724754B0B574a7a4c7D,0,active,0.000073,73000000000000,73000000000000
0x27EA131E45C58A6Ee80975c198Aaf575E843A998,0xeD8Ba7573E664EE21b3Dcf1B97C2437116Ad14B5,0xeD8Ba7573E664EE21b3Dcf1B97C2437116Ad14B5,0,active,0.000072,72000000000000,72000000000000
0x3Fb31804e6713ae7d97E5f8273D0c434cD0F1000,0x98A301e3Bf9bec284b47AF1c850A61070b81BB52,0x98A301e3Bf9bec284b47AF1c850A61070b81BB52,0,active,0.000072,72000000000000,72000000000000
0x6f6347115C3b1D7F0ad4Cbd313827a100c31669d,0x330AA8C8c8aC9af9aED8A92671c82739D77e084f,0x330AA8C8c8aC9af9aED8A92671c82739D77e084f,0,active,0.000072,72000000000000,72000000000000
0x7dAcf964Ce45930Ae13e3aa967827A85F256b824,0xf9dB80d0b59Fc8Ee0eAd10C4D2226859D57ED611,0xf9dB80d0b59Fc8Ee0eAd10C4D2226859D57ED611,0,active,0.000072,72000000000000,72000000000000
0x8841d793B05cAD66fE3ef37eeE00Fa7f6D7a83F6,0xA198377c6cE8300ED263B3C3B8a0737B92FdC637,0xA198377c6cE8300ED263B3C3B8a0737B92FdC637,0,active,0.000072,72000000000000,72000000000000
0xABE4df8bBc59FFB8efADE79271fEafDf081DC117,0x9e8eaDAA6E21bd3eBd055B499B420fD3b4fA7d6c,0x9e8eaDAA6E21bd3eBd055B499B420fD3b4fA7d6c,0,active,0.000072,72000000000000,72000000000000
0xD60DA9c48AE01250F83994552114Ed8aB3cB37ed,0xbA8D6600F02CD4Abd93eC63Eb99463a18aC75004,0xbA8D6600F02CD4Abd93eC63Eb99463a18aC75004,0,closed,0.000072,72000000000000,72000000000000
0xE3B34294C0125Ad51e07473a316c04c51B7c82f0,0x2d832b4E4B39208109f4a6FFAfEAAf4D6c63B57f,0x2d832b4E4B39208109f4a6FFAfEAAf4D6c63B57f,0,closed,0.000072,72000000000000,72000000000000
0x99b42b0855D05CbE5230C60007b22a8d85Aab3B3,0x75318EdB94782E97386e0Ffca1C44f21959823E8,0x75318EdB94782E97386e0Ffca1C44f21959823E8,0,closed,0.000068,68000000000000,68000000000000
0x414a415f5D3c20730EAf4e7088245FE863c39a6C,0x64825ae6Af04879Edf6b1e0A39924199ccCA2720,0x64825ae6Af04879Edf6b1e0A39924199ccCA2720,0,closed,0.000067,67000000000000,67000000000000
0xC7eBA621bE4227DE4e1797a7396bEa62A955377D,0x42f50744fAbf5E2873bBA98234E78b11480FdeE8,0x42f50744fAbf5E2873bBA98234E78b11480FdeE8,0,closed,0.000063,63000000000000,63000000000000
0xb356B066a9CBce18c0347674d036d008503f643c,0xb53a22d7363cDBdE69a89d3c267f28856532e0F4,0xb53a22d7363cDBdE69a89d3c267f28856532e0F4,0,active,0.000062,62000000000000,62000000000000
0xD3e13bF4431a702c9cc1dcC4cFe996e4A426F5d3,0x5FD776a1Da57aa0A3F22C9B8b2fB7f79B56fA26A,0x5FD776a1Da57aa0A3F22C9B8b2fB7f79B56fA26A,0,closed,0.000062,62000000000000,62000000000000
0x832AF3cA103cEc2bae675b81f39C8a02d33c9303,0x4a1B88c916Aa34fEc3210B88e31a248CAAC15535,0x4a1B88c916Aa34fEc3210B88e31a248CAAC15535,0,closed,0.000061,61000000000000,61000000000000
0x0164869BE6daa113c48847cd1BA77F6Ba395D7f5,0x24183665cE2b622A6FBaaF155d3E46D599b239b1,0x24183665cE2b622A6FBaaF155d3E46D599b239b1,0,active,0.000059,59000000000000,59000000000000
0x0f27b47ca5aeF0A5Ebc340f332932370De4F6F2B,0xe13d1E4761264a22D7bD7E44754A1BDf88aa0012,0xe13d1E4761264a22D7bD7E44754A1BDf88aa0012,0,closed,0.000059,59000000000000,59000000000000
0x2E83a0b098E3f13fc4aEd73FF1c4E5816e9DA5B8,0x57D13b804f4eDE66F84a66F45d98f687397CFbF8,0x57D13b804f4eDE66F84a66F45d98f687397CFbF8,0,active,0.000058,58000000000000,58000000000000
0xD4af8b75dBf68C67461009C001CB97c85D1b905b,0x146F0AaB356909EbB100d9846e0dBBe3CE7B40C7,0x146F0AaB356909EbB100d9846e0dBBe3CE7B40C7,0,active,0.000058,58000000000000,58000000000000
0x0cAd9CC8df34B783aA5406cb1fEA21F6ccD46eB0,0x50D41fEe16049E99a2375d6028ADC03Df371566F,0x50D41fEe16049E99a2375d6028ADC03Df371566F,0,closed,0.000057,57000000000000,57000000000000
0x633ad9089F45457086Eec47a7339B0d75742c2f5,0x7bCd782D558211d8feaEB63C5e4a695aee7667c8,0x7bCd782D558211d8feaEB63C5e4a695aee7667c8,0,closed,0.000057,57000000000000,57000000000000
0x8711387B625C4D3FDbc3A1973F33c09ED4db3147,0x8D6Bb74a99dBB839c0Ca0Acd4eF1FfCa7319d864,0x8D6Bb74a99dBB839c0Ca0Acd4eF1FfCa7319d864,0,closed,0.000057,57000000000000,57000000000000
0x9670f8B22e6725984F8Cc1c8B3C284aAdAfCBa07,0xAb1eCe7efa348DE83E4AD53Edcb588a3B5685A8F,0xAb1eCe7efa348DE83E4AD53Edcb588a3B5685A8F,0,active,0.000057,57000000000000,57000000000000
0x9a25F815a903A37b20F1A5F9f81Ad0E888EC9513,0xA8cfEAac5a5d1b0E7571e6d0a538539Da16C0A64,0xA8cfEAac5a5d1b0E7571e6d0a538539Da16C0A64,0,active,0.000057,57000000000000,57000000000000
0xb56182326E2C256e573b0437839b6BF0A98c0BDc,0xe79aac2DF3776fFe46Cc401798994F7A261dDC7e,0xe79aac2DF3776fFe46Cc401798994F7A261dDC7e,0,active,0.000057,57000000000000,57000000000000
0x8AFFAd475371314E9cF83CD4060Cd05d7FC810ab,0x6eCef2a4FE3bFc94AA2C26b5f3a4f5A77084D1ca,0x6eCef2a4FE3bFc94AA2C26b5f3a4f5A77084D1ca,0,active,0.000056,56000000000000,56000000000000
0x99abcCa4233b0eeF290868dCBf3Ddd0570875f20,0x4e9ccAb86E1253e146045CC19DfeA888495618CE,0x4e9ccAb86E1253e146045CC19DfeA888495618CE,0,active,0.000054,54000000000000,54000000000000
0x071fC439C57cDF2ff432aa65Fae25834A1D8E43d,0x0FcC132cde79a0D86beEdd639f9f3EDD4Ce06187,0x0FcC132cde79a0D86beEdd639f9f3EDD4Ce06187,0,active,0.000052,52000000000000,52000000000000
0xb0A1D5FF79293Dc9A2946F3324070351Da686F4D,0x3b1c6887ADb1F4c965786cFf0AA19Cf18731A254,0x3b1c6887ADb1F4c965786cFf0AA19Cf18731A254,0,active,0.000052,52000000000000,52000000000000
0x06fda018bEb3890CBDF069afC3418421b1CA2e5A,0xcecA00c840CAAfc333Ff52aC5ADB95d3581984d3,0xcecA00c840CAAfc333Ff52aC5ADB95d3581984d3,0,active,0.000051,51000000000000,51000000000000
0x0fd8029DB3c77851EAF88BF59233Ea560C6DD7b3,0x829d9D6765D5C3A4E511dcA5De54ae5972a80014,0x829d9D6765D5C3A4E511dcA5De54ae5972a80014,0,active,0.000051,51000000000000,51000000000000
0x13D3589CA4F7185f36Be8F0D35F5a1715be24047,0x29ecA36EdEE364baD7F758D308BD4Dd8C5B48a82,0x29ecA36EdEE364baD7F758D308BD4Dd8C5B48a82,0,active,0.000051,51000000000000,51000000000000
0x1F7Ab6581F46A1dbd79AFF45E3Ccf7F2CdeE823D,0x2FD4C717EE19bfbbfD59cf9511b528c4d82D5CaA,0x2FD4C717EE19bfbbfD59cf9511b528c4d82D5CaA,0,active,0.000051,51000000000000,51000000000000
0x294ceBcB497DBfd3EFF42C83dF76ccFBae4746BD,0xbaaaD5BCa3ABA8cAdb2f73fEA7dBdA952102a946,0xbaaaD5BCa3ABA8cAdb2f73fEA7dBdA952102a946,0,active,0.000051,51000000000000,51000000000000
0x2B4DA801Df44bC08CeCAf3fCc63D71e072eb8188,0x3c3c1d53E660B65536A0001735738F67d2c738BE,0x3c3c1d53E660B65536A0001735738F67d2c738BE,0,active,0.000051,51000000000000,51000000000000
0x490DC04703469cd9c74e608e45E4d5D232d8a4c6,0xaa9646ab662E235d154550d37eB7ecB5cdf5b986,0xaa9646ab662E235d154550d37eB7ecB5cdf5b986,0,active,0.000051,51000000000000,51000000000000
0x71B49672A8Cc82737CC8Da09bB375e9E5A36C786,0x5A76d1a90aC89AccBfDe91e5ED224249bABab78d,0x5A76d1a90aC89AccBfDe91e5ED224249bABab78d,0,active,0.000051,51000000000000,51000000000000
0x816FE1922E17b261964BB62510680e04882126d6,0x5A2CF6c345ffC151Ef396eA81786f9c4681feAc0,0x5A2CF6c345ffC151Ef396eA81786f9c4681feAc0,0,active,0.000051,51000000000000,51000000000000
0xc27Ed859352ee16B04eCA4C95bC080e513D37A4C,0xb3c8B7987CecCc1Be000A8BC1458128b4087074c,0xb3c8B7987CecCc1Be000A8BC1458128b4087074c,0,active,0.000051,51000000000000,51000000000000
0xdFaa6b9D767cB5E9681cfD3bAa9a88A319Dd8234,0x0d2e7553B6fAB2d81ce4d16499898a5f27e5F721,0x0d2e7553B6fAB2d81ce4d16499898a5f27e5F721,0,active,0.000051,51000000000000,51000000000000
0xFFbb22Bf31f1e51CDD99FC01b9c75f9d39343aA2,0x37BfdcBE48e0c88E8116C85a27680672e8f74C8D,0x37BfdcBE48e0c88E8116C85a27680672e8f74C8D,0,active,0.000051,51000000000000,51000000000000
0x14B5C087349Dfc35838Cc9961f1E0A35105B7b99,0x5B260B7C6cb9da91b883F7450fc4445e61634ED7,0x5B260B7C6cb9da91b883F7450fc4445e61634ED7,0,closed,0.00005,50000000000000,50000000000000
0x1Af60D734076b3642D6308B7d362de2307FCF625,0xb53a22d7363cDBdE69a89d3c267f28856532e0F4,0xb53a22d7363cDBdE69a89d3c267f28856532e0F4,0,active,0.00005,50000000000000,50000000000000
0x811C213aeF631A21eE26341424f23b37764070f6,0x021DaEE385Bd0AcB6D72C05b03ABC1Bc81f64970,0x021DaEE385Bd0AcB6D72C05b03ABC1Bc81f64970,0,closed,0.00005,50000000000000,50000000000000
0xEa47B32617B2F959E78fBfC8D60FE729c8515BA0,0x1D28b298c14Dcd5c1c1185549A3810749F99CE44,0x1D28b298c14Dcd5c1c1185549A3810749F99CE44,0,active,0.000048,48000000000000,48000000000000
0xB2cD80e89B8e0C3f6Ca5C02c711D8aDF639BCF22,0x04000848c9A371c018BE34F977a6150CedD156a9,0x04000848c9A371c018BE34F977a6150CedD156a9,0,closed,0.000047,47000000000000,47000000000000
0x0d91F71f9C77736ddD29D7Cf5DF8420aa9518abd,0x4101eb737d967FCe111A0e35A628565202653927,0x4101eb737d967FCe111A0e35A628565202653927,0,closed,0.000046,46000000000000,46000000000000
0x196189Bb4443d3f07a63fDac5FabCf40e416F7c0,0x680c3438C93E823eE8249536B571C65aA997e364,0x680c3438C93E823eE8249536B571C65aA997e364,0,closed,0.000046,46000000000000,46000000000000
0x7140163C198Ec3AAe5306c993aE6C8Fc02536d15,0x391d8aF8F763394D74D329FDFD7138960b5e74C1,0x391d8aF8F763394D74D329FDFD7138960b5e74C1,0,closed,0.000046,46000000000000,46000000000000
0x91221D4Feab4BbA7E22A1909519A13c9FB3c80d0,0x32FB1329E7104B917DFd85681a3CFE7664862845,0x32FB1329E7104B917DFd85681a3CFE7664862845,0,closed,0.000046,46000000000000,46000000000000
0x919610461E5BC7D1fa541B065556cdD1381C3d2e,0xFe5839605d6757Ac12730ebB9082DD5e13ad6ac1,0xFe5839605d6757Ac12730ebB9082DD5e13ad6ac1,0,active,0.000045,45000000000000,45000000000000
0x0eb57e25b0b640D750D063f79e36ea6bFBa421c8,0x9616766C0Df03668Dd0C828b5dB455644998f037,0x9616766C0Df03668Dd0C828b5dB455644998f037,0,closed,0.000043,43000000000000,43000000000000
0x1a4aa81e7D6a0e93f2CFb5AE8348A09bf2feC7B6,0x7C8176D106323162189105b7324dabeA298971DF,0x7C8176D106323162189105b7324dabeA298971DF,0,active,0.000043,43000000000000,43000000000000
0x2B6f0Ae82c34b85E9702E0f61CeD490E69E03516,0xEf76d2e19DdE67C8Ed5664648fbEcD6B1C2b3bC2,0xEf76d2e19DdE67C8Ed5664648fbEcD6B1C2b3bC2,0,active,0.000043,43000000000000,43000000000000
0x90CE5c26c56e8Df8975A01c7F70a7b34Bd15885e,0xEefDc2a6F51818345BB7601519d14f4AC185E838,0xEefDc2a6F51818345BB7601519d14f4AC185E838,0,active,0.000043,43000000000000,43000000000000
0x96d5F17d2CEB279838f6A953A9D84a7D97b1De08,0xA4C133124acBE05B4fed056744C9Acc284ac2B8D,0xA4C133124acBE05B4fed056744C9Acc284ac2B8D,0,closed,0.000042,42000000000000,42000000000000
0xa97A0177a94e82C10a3cbEAD713e51375F9753c4,0x1B238D1F2D8C4221fC2879C87072ef631Db85532,0x1B238D1F2D8C4221fC2879C87072ef631Db85532,0,active,0.000042,42000000000000,42000000000000
0x70b971299547a095B1E0Ee9D2357810795FD93ed,0x9aCf316e0df5754966fF88C0bB5aa19ab9A750e2,0x9aCf316e0df5754966fF88C0bB5aa19ab9A750e2,0,closed,0.000041,41000000000000,41000000000000
0x9e710037Df413F3d580507093dFbf97B0d689048,0xc354CF21ab4E1B505258449c22d62c67AF71d314,0xc354CF21ab4E1B505258449c22d62c67AF71d314,0,active,0.000041,41000000000000,41000000000000
0x647A19Ae0Ed6325B98c9546dB37cFD0BCB29CBea,0x68d2b579b842cdB29F25f15591BB0a00F43c4b11,0x68d2b579b842cdB29F25f15591BB0a00F43c4b11,0,closed,0.00004,40000000000000,40000000000000
0x09995B99992945b639445bc15e71B85b0932b7EC,0x36D82a89329269B9ae52209cd84e4c08314651E7,0x36D82a89329269B9ae52209cd84e4c08314651E7,0,active,0.000039,39000000000000,39000000000000
0x1957D714A1204AB46aeFdCeB44B127d9227E1B42,0x06595FDeCA354cD18544458a84eE7a83226c8545,0x06595FDeCA354cD18544458a84eE7a83226c8545,0,closed,0.000039,39000000000000,39000000000000
0x1e1584F46eeEfFa60e819A94ed3c3BecB0cFbDeC,0x86c79E8A1AF059A0247FB4E6a375cfc61C6775Ad,0x86c79E8A1AF059A0247FB4E6a375cfc61C6775Ad,0,closed,0.000039,39000000000000,39000000000000
0xE1d439c276B3f54E3f22CE406F3343818d789a0A,0xf9912b2Ba49B5F73978c7Ea3e712c650c9214EF5,0xf9912b2Ba49B5F73978c7Ea3e712c650c9214EF5,0,closed,0.000039,39000000000000,39000000000000
0xbE151ed61b08ff58A746675278ff2143c8513093,0x66D4424fc3603eFE9bA77C69F3Fd5C56BdF15502,0x66D4424fc3603eFE9bA77C69F3Fd5C56BdF15502,0,active,0.000038,38000000000000,38000000000000
0x48c03eF0256f6f3F5972ABAFc547E12c736EAb6c,0xd8293AC746369627ef2c33781DD5B22fA7698873,0xd8293AC746369627ef2c33781DD5B22fA7698873,0,active,0.000037,37000000000000,37000000000000
0x4e049f801c89D753070C643F63e0205864b16eB0,0x063Ae79a21d7794F69d2afAe38B73bb9a957EFd3,0x063Ae79a21d7794F69d2afAe38B73bb9a957EFd3,0,active,0.000037,37000000000000,37000000000000
0x7239e91301Ae6e369154b50001539F432CC886c0,0x082C6EDAAd5A5F5AdB1f6373BEC5052a033fdE92,0x082C6EDAAd5A5F5AdB1f6373BEC5052a033fdE92,0,closed,0.000037,37000000000000,37000000000000
0xA837B44608728696096F4b620d157a9B858DE485,0x60291602390458BbdEC26623F199d9C588Cb974B,0x60291602390458BbdEC26623F199d9C588Cb974B,0,active,0.000037,37000000000000,37000000000000
0xb5016369761f1469E09ABbf2c5EacB3AF3261A77,0x6ed77485687E89eD73A9Bad701C09B643118ad69,0x6ed77485687E89eD73A9Bad701C09B643118ad69,0,closed,0.000037,37000000000000,37000000000000
0x0F033D4877d1271fD23E462C2E676DDE39c9215F,0x168feF2fD1AF371625B2593468620185Cea904FF,0x168feF2fD1AF371625B2593468620185Cea904FF,0,closed,0.000036,36000000000000,36000000000000
0x355A1D699D66A3745c4Fb0a24Ac6931f5734C951,0x945f6c41516224FFEF1f5c24F108B6DdD7E0C828,0x945f6c41516224FFEF1f5c24F108B6DdD7E0C828,0,active,0.000036,36000000000000,36000000000000
0x66c749f5AC5E882C6d04a875FB7dc26A0b1cDbd1,0xCEF28ce7884Ae973990fb826C1986afaa9319B9A,0xCEF28ce7884Ae973990fb826C1986afaa9319B9A,0,active,0.000036,36000000000000,36000000000000
0x9194048c6FD1d57b5E4cb117E9254cE8dC848d36,0xa6D62d217DC87352e48644472b71cB86710b5584,0xa6D62d217DC87352e48644472b71cB86710b5584,0,active,0.000036,36000000000000,36000000000000
0xba45d35121fa7fdb8Ca479e1D5496B55A730364a,0x5fc9A1365A621E99071B9ef749454529eCA9b013,0x5fc9A1365A621E99071B9ef749454529eCA9b013,0,active,0.000036,36000000000000,36000000000000
0xC56987d8d2cfD2D37cEfEfC9f6997b2C3805366F,0xbd3E02F5B773304d8e6F63c0623529580EB3aC61,0xbd3E02F5B773304d8e6F63c0623529580EB3aC61,0,active,0.000036,36000000000000,36000000000000
0xCF0CB635851bd60E55721b8c2b0d9Dc7eA1Aeb8A,0xdc6778C5F8cC74b10aED11c48306D4Cfc5737FBD,0xdc6778C5F8cC74b10aED11c48306D4Cfc5737FBD,0,active,0.000036,36000000000000,36000000000000
0x5660af297478fBF438e26e5A8E7a36cc13784D37,0x2712d3ACf51270E79F313953a89b6dd7775C6B87,0x2712d3ACf51270E79F313953a89b6dd7775C6B87,0,active,0.000035,35000000000000,35000000000000
0xB245C6250F1fa8186eb349604AE52D4BA3217b3A,0xAB161c3214924c4f600d8481E21d5e1CA27766F8,0xAB161c3214924c4f600d8481E21d5e1CA27766F8,0,active,0.000035,35000000000000,35000000000000
0xB5eE3a24731E501d07F45dDC216443784A636B96,0x9Db527a01A309E972925D59702203b63e0A9Cc37,0xd480159E6F55D9DEc6d96718504621005F333C80,1,active,0.000035,35000000000000,35000000000000
0xEd6f5D180d19a78eAe5644f5f02b6e60330508E0,0x5F0b726D9B98a0744fE19141fea973546CD009f9,0x5F0b726D9B98a0744fE19141fea973546CD009f9,0,active,0.000035,35000000000000,35000000000000
0xF4C30958C953DF199Ecbc27B532875e4d8A7ff36,0x98d28313fCB5f8d30d5E3061Ac3223fF7B210f44,0x98d28313fCB5f8d30d5E3061Ac3223fF7B210f44,0,active,0.000035,35000000000000,35000000000000
0x00c8751A3a7EB812ce6132128B779C8C0Fc5879E,0xA88B14275Bc499E972EB96bf02b993CDc1e0F286,0xA88B14275Bc499E972EB96bf02b993CDc1e0F286,0,active,0.000034,34000000000000,34000000000000
0x1D24d3b23f6ea69cf830C5fA664130A8DB9800a4,0x4E74ede01C857DBCb2789ABB83e7E08DFA322976,0x4E74ede01C857DBCb2789ABB83e7E08DFA322976,0,active,0.000034,34000000000000,34000000000000
0x3BD808551A56a34f1082428EB6aEaAA5cF5E44aa,0xC40b4c08d763e8daf1090eE4fd0ce9F2Db13B501,0xC40b4c08d763e8daf1090eE4fd0ce9F2Db13B501,0,closed,0.000034,34000000000000,34000000000000
0x418A8b943B009562179b92BB7bd4823636231e12,0x4c710B38199f589DD769D36eD52b6d0170cb83EE,0x4c710B38199f589DD769D36eD52b6d0170cb83EE,0,active,0.000034,34000000000000,34000000000000
0x427b195837fC7204e4D1a71B3B0017590d99ef54,0x3a128Dcf798150F0B64e09D361Fc60136337bFd2,0x3a128Dcf798150F0B64e09D361Fc60136337bFd2,0,active,0.000034,34000000000000,34000000000000
0x48C1E68C0174d473ab203f6AC32Bc482a5562211,0xd5088d30068befdff086f276Bf1131a01e34A12D,0xd5088d30068befdff086f276Bf1131a01e34A12D,0,closed,0.000034,34000000000000,34000000000000
0x5d9AFE1D6A5343909fb401f20181f22Ff54a6944,0x82AF599aE8a62842dA38be6E5d4b14cD5882bddb,0x82AF599aE8a62842dA38be6E5d4b14cD5882bddb,0,active,0.000034,34000000000000,34000000000000
0x71842cBe08F5bE08138D90dE74B7275ca87B5Dd9,0x5416237A77f0F368D62BF2A9E603577828cdb083,0x5416237A77f0F368D62BF2A9E603577828cdb083,0,active,0.000034,34000000000000,34000000000000
0x922E7DB61955878A40c06D76f5675d486E6dE885,0x5B7D2BA411E629718eF51fa6670784D1d7368615,0x5B7D2BA411E629718eF51fa6670784D1d7368615,0,closed,0.000034,34000000000000,34000000000000
0x935686FcB29647247eAf0a3a92E4ccc1bAaFbB23,0x474d7D70207Fc6e133551927dd3cb212B086018f,0x474d7D70207Fc6e133551927dd3cb212B086018f,0,active,0.000034,34000000000000,34000000000000
0x98A765AF4B5E3cE9D20DAf7B8BbcBEc797fc5B10,0x20FE2D2Cd38553C3f24F2A55b8Ec7872e275C7D6,0x20FE2D2Cd38553C3f24F2A55b8Ec7872e275C7D6,0,active,0.000034,34000000000000,34000000000000
0xA469157be8AE62590F917F664889b5F5Bee1E313,0xe651CAf98aabb211Dd9FC4e0D971A6a1cBD6e270,0xe651CAf98aabb211Dd9FC4e0D971A6a1cBD6e270,0,active,0.000034,34000000000000,34000000000000
0xC67fF5628B6AF802F5B5EA4771ae28Db5F7EE88f,0xd457749136cDa3F88C2a3DAc40F89d7a41ED1828,0xd457749136cDa3F88C2a3DAc40F89d7a41ED1828,0,active,0.000034,34000000000000,34000000000000
0x808404EC08AaD6793E544e2109e485ac37DB9d19,0x30a34e01A9A7B8727D76AAdc5e1CBdE08297CFB4,0x30a34e01A9A7B8727D76AAdc5e1CBdE08297CFB4,0,closed,0.000033,33000000000000,33000000000000
0x2010E3fA6860478933DD5D1e9F67d19160ea3B78,0x1Abb58Ac1f005B1b9e8c81A64BaAff2A24A19add,0x1Abb58Ac1f005B1b9e8c81A64BaAff2A24A19add,0,active,0.000032,32000000000000,32000000000000
0x2479Dadc406708b363A8098aBAE04CceE641AbE6,0x8C8E631502C2314Ea34541CA0B6e06c692A76c73,0x8C8E631502C2314Ea34541CA0B6e06c692A76c73,0,active,0.000032,32000000000000,32000000000000
0x579Bf82E2c69137A55e82c4dc91F670EC0991Ce8,0x48227Dae207ea7d684d677DE201d63CAcFc4A567,0x48227Dae207ea7d684d677DE201d63CAcFc4A567,0,closed,0.000032,32000000000000,32000000000000
0x663fBBfAAC0E843a1D59919E39712e4e73B6F819,0x933Bc78f5F8a6E7e5A46dEFa301e8141f3fe44f7,0x933Bc78f5F8a6E7e5A46dEFa301e8141f3fe44f7,0,active,0.000032,32000000000000,32000000000000
0x7055D092421be7A43858E5E70DfBe55Bf1A6A534,0x428A4603a312EDa44aBc13100f6A3D0068E5E61E,0x428A4603a312EDa44aBc13100f6A3D0068E5E61E,0,closed,0.000032,32000000000000,32000000000000
0x86e25379F85749dA56f6576Bdd295eC4F358612a,0x05FDE105E5CF5a7F74cDD9Cfdb1f4592543610D3,0x05FDE105E5CF5a7F74cDD9Cfdb1f4592543610D3,0,active,0.000032,32000000000000,32000000000000
0x8aa781803d8be51ca455833EBb76D675073Daa70,0x588Fe82008296562A49518aDb6016cEe4c6a966C,0x588Fe82008296562A49518aDb6016cEe4c6a966C,0,active,0.000032,32000000000000,32000000000000
0x8db110829240d36E10D5130cADd88e7C58Ffa32D,0x23661d99c1E0a5BAe1e5F65c8dD039c619287310,0x23661d99c1E0a5BAe1e5F65c8dD039c619287310,0,active,0.000032,32000000000000,32000000000000
0x9b013e02cc80B62B088162b52A0cacA510aB2fd0,0xBD76D793DE2D28Dc4065b780fDCaE16bF0efB738,0xBD76D793DE2D28Dc4065b780fDCaE16bF0efB738,0,active,0.000032,32000000000000,32000000000000
0xa2bBC4c5214a7fC33fEe30128406d46F69c3F38F,0x80ac9f7A292E8d6e3c805dDf5Fa5d535D0f4617b,0x80ac9f7A292E8d6e3c805dDf5Fa5d535D0f4617b,0,active,0.000032,32000000000000,32000000000000
0xF6a60031dFb0084Adc20a925729da7bbE914e7CD,0x8823AD2A0c6652516434DF5d088df18d5e72e49e,0x8823AD2A0c6652516434DF5d088df18d5e72e49e,0,active,0.000032,32000000000000,32000000000000
0xfEe2c373f7eC00F1D453144e482E45baB245176b,0x4E8f95889D729E337A9Cc2587A32af3cBdE40481,0x4E8f95889D729E337A9Cc2587A32af3cBdE40481,0,active,0.000032,32000000000000,32000000000000
0x9c5F6E560eD509FA53b7854B9a45f31c519525b7,0x635071a5921C7858fD3D72dE4E2db3496bF092F9,0x635071a5921C7858fD3D72dE4E2db3496bF092F9,0,closed,0.000031,31000000000000,31000000000000
0x79160880EdA4E78E0B1e40bDEC5fE982ab244e0e,0x1De21737f386aa8740a8D7AEf022Abd6588f5f99,0x1De21737f386aa8740a8D7AEf022Abd6588f5f99,0,closed,0.00003,30000000000000,30000000000000
0x8Bb3982AA7487c96E9424fec092a39488dC13903,0x8Cf04ed361860414570554aAF71d4867B0A23654,0x8Cf04ed361860414570554aAF71d4867B0A23654,0,active,0.000029,29000000000000,29000000000000
0xA596D84701cAa360890EC3c063eF3DdBBe23623a,0x4451C54E5c05a485439d6C7535ac980b0F386095,0x4451C54E5c05a485439d6C7535ac980b0F386095,0,active,0.000029,29000000000000,29000000000000
