proxy,owner,originalOwner,transfers,status,totalCOMP,totalWei,rewards-v3-optimism-0x7e7d4467-118406276-156654460.merkl.json
0x9e7A071237438e5Da007beA5Dce275d1557C18D3,0x936eCE6E6FeEFfFD1185F14cccA3c30aaaCD3F6a,0x936eCE6E6FeEFfFD1185F14cccA3c30aaaCD3F6a,0,active,0.00031,310000000000000,310000000000000
0xA3aeA87083bADD5Beb398916b5a161c83430BDaB,0x01Ec235B7b7f459D724D2004097CdCC09c260442,0x01Ec235B7b7f459D724D2004097CdCC09c260442,0,active,0.00031,310000000000000,310000000000000
0xD0C6A74a74F985e459c6a097a216F918Bbe679BD,0x82118d88E4ec151D290DF09Da34074a29EddE782,0x82118d88E4ec151D290DF09Da34074a29EddE782,0,active,0.00031,310000000000000,310000000000000
0xE797aDC37cF08a6ec0187532B0E65F94836dDF03,0xE65C84603A376299410736c85e659fC2701bf4C3,0xE65C84603A376299410736c85e659fC2701bf4C3,0,active,0.00031,310000000000000,310000000000000
0xecc068B2da360Bab36e510e45aBfBC2580f58484,0x0e97862e0E9D7bFE430C90eFcEf0D6f0530Ef6C6,0x0e97862e0E9D7bFE430C90eFcEf0D6f0530Ef6C6,0,active,0.00031,310000000000000,310000000000000
0x0BfddBB178729593a195ACB1e90fD30421F874BA,0xc51798C0Ddef98A97720475A10B1E27892207Cb0,0xc51798C0Ddef98A97720475A10B1E27892207Cb0,0,active,0.000309,309000000000000,309000000000000
0x13F8F72020551536C40B025a9aD3bCD69b94ebc8,0xAB79D3b2A8C76435CeE2c91c366f3d5448c15A44,0xAB79D3b2A8C76435CeE2c91c366f3d5448c15A44,0,active,0.000309,309000000000000,309000000000000
0x2D91eE99476351F605Cc0f05bC187910f318eA74,0xC00cACd5C51cBb1901D8ED6aa9f9C02E36939467,0xC00cACd5C51cBb1901D8ED6aa9f9C02E36939467,0,active,0.000309,309000000000000,309000000000000
0x4d6AC690Db66291258321d9B32980CAdaCB28197,0xBD19468C4c10c3462B6cbe759868F9Ef135a9968,0xBD19468C4c10c3462B6cbe759868F9Ef135a9968,0,active,0.000309,309000000000000,309000000000000
0x613E194417e59A30c57E45042a0Cb22Cec1CB541,0x9DE44d98978bDb32f9Cad7fF49B5Fc25742eFb78,0x9DE44d98978bDb32f9Cad7fF49B5Fc25742eFb78,0,active,0.000309,309000000000000,309000000000000
0x64fa61484df32Ceb6ED62B3cC2D1DEA229C769fE,0xf257099a47D5f68a6EC62280Ab543C2011f3989B,0xf257099a47D5f68a6EC62280Ab543C2011f3989B,0,active,0.000309,309000000000000,309000000000000
0x7C627fd62e94f865148928b98c7A7A5D749077B1,0x8973B1a90aDf0CEd3dbE26deAdd5A176ECb548f4,0x8973B1a90aDf0CEd3dbE26deAdd5A176ECb548f4,0,active,0.000309,309000000000000,309000000000000
0x7DAD16c442B8C2888780ac0F5dfAC587bDC70a60,0xB0131f9775be0d4eD66cC475B3C515A7e1F5d26a,0xB0131f9775be0d4eD66cC475B3C515A7e1F5d26a,0,active,0.000309,309000000000000,309000000000000
0xA4d9f11d4495C6f2e1da0dD013F8c91d8930aaB5,0xDa42f31a7615CF79601a44D702CF1f5656557f67,0xDa42f31a7615CF79601a44D702CF1f5656557f67,0,active,0.000309,309000000000000,309000000000000
0xAf7dd3C4128f9E7bD41E0189EB5461303C691687,0xdC4bCeeC21B53Dcd40d6CFFeFA073d6597Ff46a7,0xdC4bCeeC21B53Dcd40d6CFFeFA073d6597Ff46a7,0,active,0.000309,309000000000000,309000000000000
0xB114120ae0300389BB09E65118C9E3D785d7fd4c,0xE7Da2c73B289Da4A0EF328dD244692Bd46cA1883,0xE7Da2c73B289Da4A0EF328dD244692Bd46cA1883,0,active,0.000309,309000000000000,309000000000000
0xc2eDbAB9097E207c56A2990F6232877a97043B66,0x107B361c2A0be597f3D3dA6F869FE14B56B08766,0x107B361c2A0be597f3D3dA6F869FE14B56B08766,0,active,0.000309,309000000000000,309000000000000
0xC9a1f2d37E25Cf8C2eeBb0d11feDbd63f2DE4B94,0x1409a33f39F9e8a43dc2d33C47b7b75E18DA310D,0x1409a33f39F9e8a43dc2d33C47b7b75E18DA310D,0,active,0.000309,309000000000000,309000000000000
0xFb93DebF8eCe4b71b77B9Afa751d01939d0180cC,0xb46EA35525c18912Be5f1C16EB10d9aa66324c72,0xb46EA35525c18912Be5f1C16EB10d9aa66324c72,0,active,0.000309,309000000000000,309000000000000
0x6e05Cf56a1CDCF4235D3eC2f2f3f54AE227212A3,0x0Ed23327122539Ebe565B6cce1e32780e7360F0B,0x0Ed23327122539Ebe565B6cce1e32780e7360F0B,0,active,0.000308,308000000000000,308000000000000
0x7A6f1B048d1Df48DB74527709C2a0f8Ce19b03aB,0x0fb7701e8f6BCeef29f114873731121b55FB7903,0x0fb7701e8f6BCeef29f114873731121b55FB7903,0,active,0.000308,308000000000000,308000000000000
0x0adcBFA9DE4D6AC28Ca44439E742f591C524c229,0x71b6211f678C1042d57DF27B3657060DB0a740DB,0x71b6211f678C1042d57DF27B3657060DB0a740DB,0,active,0.000304,304000000000000,304000000000000
0x6fEA8C521b87c1401bA06D76ac5A79e8E502356c,0xa8988b4b29F130ae07143745E095B64269Ff1688,0xa8988b4b29F130ae07143745E095B64269Ff1688,0,active,0.000304,304000000000000,304000000000000
0x7420b1dAB4f9Bf2966fee53D0BcD61FD38842ce9,0x27FAE9d8F186651A0E6fE084cD4FeaAf2533d9F1,0x27FAE9d8F186651A0E6fE084cD4FeaAf2533d9F1,0,closed,0.000304,304000000000000,304000000000000
0x75d054CF6E83aD0BFD7391FcCB0BD355eC0f6ee3,0x0a27CaAeaD54cc6976175F6f4888beB1f871706b,0x0a27CaAeaD54cc6976175F6f4888beB1f871706b,0,active,0.000304,304000000000000,304000000000000
0x9EfC86d071193ec06dCC5C2885585d61a663Fb2B,0xD0EACF9f9fcfDc7AD182267C6F99F9E9C8D93cEA,0xD0EACF9f9fcfDc7AD182267C6F99F9E9C8D93cEA,0,active,0.000304,304000000000000,304000000000000
0xDf933B0c7193F8eF46F8b05996299E259f6C3e0c,0xEF4d823f50420A21F21fAD4020d787601aBe87E2,0xEF4d823f50420A21F21fAD4020d787601aBe87E2,0,active,0.000304,304000000000000,304000000000000
0xe7E770e95D6B7bC415234bc0Ee407c51BaAF4c9b,0x0621534772324Bb348f42D28f63cfBb89D6E625b,0x0621534772324Bb348f42D28f63cfBb89D6E625b,0,active,0.000304,304000000000000,304000000000000
0xf9548AA8Af420325eEe38148b28d8E3BD184eEe1,0x8bfaE28463c7029c57f0baeFB98b29e564DC2e02,0x8bfaE28463c7029c57f0baeFB98b29e564DC2e02,0,active,0.000304,304000000000000,304000000000000
0xfe2020dDD165fA4f573b3aB84D761a44334769D4,0xB567d433D16Fb90ad5645C741D1F304439498243,0xB567d433D16Fb90ad5645C741D1F304439498243,0,active,0.000304,304000000000000,304000000000000
0x0A68D21B8194a41ffFeC229A0731e0dc481C43aD,0x7682aeF518cBeb24AB618643B834FEC5a8FA9965,0x7682aeF518cBeb24AB618643B834FEC5a8FA9965,0,active,0.000303,303000000000000,303000000000000
0x28BC348BcAbFB877dbFd4EB68E363Ca8db48e4b1,0x6AD6CE71f459a9C66195d68Ee783B3FFa5Ee4f2d,0x6AD6CE71f459a9C66195d68Ee783B3FFa5Ee4f2d,0,active,0.000303,303000000000000,303000000000000
0x393Cc42b0942223966D0257187289648DC2c0c57,0xb467646F6CBBd41E9CAd139e626dEc1Cdd7DC043,0xb467646F6CBBd41E9CAd139e626dEc1Cdd7DC043,0,active,0.000303,303000000000000,303000000000000
0x9eD8ba1e29BcD8673aFFFD48074541b101cF483B,0x3A71A4DD9692FcD553D188626971A9374DB12896,0x3A71A4DD9692FcD553D188626971A9374DB12896,0,active,0.000303,303000000000000,303000000000000
0xe409723B099A0a75783a11025a16Eac6113f97Ac,0xDD9C98Dd7C732329f47C59cbB8bD0086367a7774,0xDD9C98Dd7C732329f47C59cbB8bD0086367a7774,0,active,0.000303,303000000000000,303000000000000
0x0b7119a0932c9Ee39668D524CFE0b43D049815cd,0x8d81C29eCF56912C4a3ee4920ce91a1F58630943,0x8d81C29eCF56912C4a3ee4920ce91a1F58630943,0,active,0.000301,301000000000000,301000000000000
0x2bf35Dde0fFB2Da250b0353a5CBc29D4cB650f76,0x5c9bF45157304Cca914A8f45CFEB36D1a4d98c13,0x5c9bF45157304Cca914A8f45CFEB36D1a4d98c13,0,active,0.000301,301000000000000,301000000000000
0x3FC42DD55433490C43B0E45CB2f5dAdc2cD60141,0xac50dEbe83F7DbF2144239Bcb946a2506B2782DA,0xac50dEbe83F7DbF2144239Bcb946a2506B2782DA,0,active,0.000301,301000000000000,301000000000000
0x50cC72EAefc53E4FffE40De6ad0A8c5FA0407656,0xaB43317c4175A18416b4cD2699c9eaC36FCa4995,0xaB43317c4175A18416b4cD2699c9eaC36FCa4995,0,active,0.000301,301000000000000,301000000000000
0x6cf7d781222FfB602639148509426ECD4782812A,0x069051C9219553472e7aF16335AeAbAcf833fd1C,0x069051C9219553472e7aF16335AeAbAcf833fd1C,0,active,0.000301,301000000000000,301000000000000
0x72ea7cEa40A90B406208F7bF12bacE95A2b13747,0x21Bdb91661a4472FF0d3871C300D4120a886ad9B,0x21Bdb91661a4472FF0d3871C300D4120a886ad9B,0,active,0.000301,301000000000000,301000000000000
0x7678B2E316E4975505D46ed4E57106435886BE06,0x0fc9a38DE382961C0221BB9a49A30d59b5d40720,0x0fc9a38DE382961C0221BB9a49A30d59b5d40720,0,active,0.000301,301000000000000,301000000000000
0x864B3a2a09A3658346885b64232070803A64378d,0x47b6A79c81E3fa969B67bCE35Ef71011B4199f75,0x47b6A79c81E3fa969B67bCE35Ef71011B4199f75,0,active,0.000301,301000000000000,301000000000000
0x8EA2596479beb1d4A951E5caB68d8a8f4abd139e,0xA0230423ac8ff3F6dA3691466054cD9BE9E31292,0xA0230423ac8ff3F6dA3691466054cD9BE9E31292,0,active,0.000301,301000000000000,301000000000000
0xb22565147Bc458A110b5dDd2358542f9D46e50E4,0x18282C1A6766C3080d28862501eaFAA526F2e707,0x18282C1A6766C3080d28862501eaFAA526F2e707,0,active,0.000301,301000000000000,301000000000000
0xc2C679FFfa46B0657f3992A49D522D679B98feEb,0xFc6F32663D1851Aa1DFa4DD4835CcD90e810114C,0xFc6F32663D1851Aa1DFa4DD4835CcD90e810114C,0,active,0.000301,301000000000000,301000000000000
0xD2560d083e0F8d22d113cE0b95012f6fC57CDc95,0x988F0A7B1CF427aB08e7aA661844b109dfF74eA1,0x988F0A7B1CF427aB08e7aA661844b109dfF74eA1,0,active,0.000301,301000000000000,301000000000000
0xD9d747EEfdEBf8f2f2ea5ae3a3b92c385b08C118,0xffDFf1c67375EfF5007a304bCe4ca9F0C8e9084d,0xffDFf1c67375EfF5007a304bCe4ca9F0C8e9084d,0,active,0.000301,301000000000000,301000000000000
0xE05dB31AAC3029f7f2aa852977015834CDfF085d,0x835cA37010F7FA6FEBA77C037C6F198ad0a0b3c9,0x835cA37010F7FA6FEBA77C037C6F198ad0a0b3c9,0,active,0.000301,301000000000000,301000000000000
0xEe205252E4BA1953F866605e2C7FbE7f6E0E6efB,0x54e0f6b227B10d9e202d881E91a8679765148e58,0x54e0f6b227B10d9e202d881E91a8679765148e58,0,active,0.000301,301000000000000,301000000000000
0xf558A57C6F8CE8cE60E11e8Cc2ee05e84941466C,0x166E1d41CD066Dc4427dC5209Bae57a7842D8B82,0x166E1d41CD066Dc4427dC5209Bae57a7842D8B82,0,active,0.000301,301000000000000,301000000000000
0xFE950aE97058eB49A67B525496084118515d761a,0x476F94CEA7817f7a381820612b80b9c2bAC96774,0x476F94CEA7817f7a381820612b80b9c2bAC96774,0,active,0.000301,301000000000000,301000000000000
0x4957011394d113722bDAaA75CFb733d22598027c,0xA252bd92293B0eb9BEB1C2cF72F794F8a3a54348,0xA252bd92293B0eb9BEB1C2cF72F794F8a3a54348,0,closed,0.000289,289000000000000,289000000000000
0xEbF75F3Ee66af19A0E67cB414029740D21b06556,0x5265cB5D393c30C1deEAFfC72F60740d4538a5b0,0x5265cB5D393c30C1deEAFfC72F60740d4538a5b0,0,closed,0.000287,287000000000000,287000000000000
0xb92e8E39ECAFe971DD7a074bDeEBd5f40A2e4ba7,0x8DB4C81BC6b0450AFBb154FF41cab7Bc35C3037f,0x8DB4C81BC6b0450AFBb154FF41cab7Bc35C3037f,0,closed,0.000286,286000000000000,286000000000000
0xb9E6d52F5Aca7664321377C73B688C96Bb3BeD53,0x339865a75F83b3E8969E62721dAd343Bcb07043E,0x339865a75F83b3E8969E62721dAd343Bcb07043E,0,active,0.000283,283000000000000,283000000000000
0xa84501B109D7B15Cf5E84379CeA2BDe3fD570Cf8,0x961574da8F95Df97Ed39d61e8787aB5CEc5cb93c,0x961574da8F95Df97Ed39d61e8787aB5CEc5cb93c,0,closed,0.000282,282000000000000,282000000000000
0x45519e44420b933BAc2725FCAd5555BF7be17241,0x1696463D74c81E7BD7A796b7C4fd13BF18985893,0x1696463D74c81E7BD7A796b7C4fd13BF18985893,0,active,0.000281,281000000000000,281000000000000
0x06d0Bcd3363a721D3BBe4f1007B9f1FaAeAe41fa,0x96de89d208396526E32Efe1395091cFEa37eD529,0x96de89d208396526E32Efe1395091cFEa37eD529,0,closed,0.000277,277000000000000,277000000000000
0x32304Ff304895cb4bB3bA2325f8339ddF2d3c043,0x9C4bB3a143f80a4856Aa48E048a0dd454a224D43,0x9C4bB3a143f80a4856Aa48E048a0dd454a224D43,0,closed,0.000275,275000000000000,275000000000000
0xc478fd049D922FBDF5b4e3e1F6ed2bEeA5E92c69,0xAF06f63B10AaF6f524d9c375F2277b25afE58590,0xAF06f63B10AaF6f524d9c375F2277b25afE58590,0,closed,0.000273,273000000000000,273000000000000
0x031C4c564245D3227f5d436eb154655F44b42070,0x0180Bd56393851a46fab05Ae627FB574DaDB5049,0x0180Bd56393851a46fab05Ae627FB574DaDB5049,0,active,0.000267,267000000000000,267000000000000
0x31D9978D71A50764a81C4bE107e77F3F029DdDC5,0x9a636278919aeBc8C72eEFEcB4335e5531e75A1D,0x9a636278919aeBc8C72eEFEcB4335e5531e75A1D,0,active,0.000266,266000000000000,266000000000000
0xD3b6514057b3D0D43637902701Dc79479A871DA6,0x0A16db70E6A67f73f41aF2E97a035dc80599b937,0x0A16db70E6A67f73f41aF2E97a035dc80599b937,0,closed,0.000263,263000000000000,263000000000000
0xD2e0EA4bd63A75F5aD750F0e9cBFa79562B24b93,0x4098d59472f5D42fc4a7217540a3c97Ef101c049,0x4098d59472f5D42fc4a7217540a3c97Ef101c049,0,closed,0.000261,261000000000000,261000000000000
0x0F414b01dc2cF9ecF870E14267f64fE48223B5A3,0x668FAB5429f363f87C17B1d9f7eaDa702CadAe1f,0x668FAB5429f363f87C17B1d9f7eaDa702CadAe1f,0,closed,0.00026,260000000000000,260000000000000
0x5F3061688f59398AD34b91acD6fB7aaB57683F85,0x2562065110e58B3520f08eE7F28FFcD8D1e48718,0x2562065110e58B3520f08eE7F28FFcD8D1e48718,0,closed,0.000258,258000000000000,258000000000000
0x08d44eA2A2526A7D9421E43704bE6FBf2A8eEDc9,0x868cd2734D277978Ddd53658BE77979d69716E82,0x868cd2734D277978Ddd53658BE77979d69716E82,0,active,0.000254,254000000000000,254000000000000
0x38E0957C453e07E40303Ed462ADac83a6607B4B8,0x1565f3Be9881C204F470796Ad29d7eEAe8Ab7086,0x1565f3Be9881C204F470796Ad29d7eEAe8Ab7086,0,active,0.000254,254000000000000,254000000000000
0x38EB9Bd8003B5698F713E9cdda5423A32a2F9972,0x479CdC76efBC1d51F7B0a87774beD3ff1B56a42f,0x479CdC76efBC1d51F7B0a87774beD3ff1B56a42f,0,active,0.000254,254000000000000,254000000000000
0x47582B79083EDd5E3Aee0b1CC1AaDd4011FE6e14,0xc45D05CDc809d20c7B14959E8cd4a1199E3e966F,0xc45D05CDc809d20c7B14959E8cd4a1199E3e966F,0,closed,0.000253,253000000000000,253000000000000
0xa87b697fE3072ccfA020fB7379845b59C6dEbc46,0xF9664F0D0FaD68c3FECB03d6Ca9781B28c2e1cB9,0xF9664F0D0FaD68c3FECB03d6Ca9781B28c2e1cB9,0,active,0.000252,252000000000000,252000000000000
0x305ac16E04CA4cca76799aC3942AB8f812079864,0x8DB2a00d3EB54E33FD05549b1C1D8195a11c7B7B,0x8DB2a00d3EB54E33FD05549b1C1D8195a11c7B7B,0,closed,0.000249,249000000000000,249000000000000
0x3795857c9fde9DB7aEFc89a00cE9CD3BEa3fb495,0x5D8Ad6aD5C14A2dC548d92d308710D06f55BD3CD,0x5D8Ad6aD5C14A2dC548d92d308710D06f55BD3CD,0,active,0.000248,248000000000000,248000000000000
0xEE94188FdA0BE46fE897439eAa3ac745a9003790,0xf3792d9808C19638155A1cc6072cdAa8ee25F0Ac,0xf3792d9808C19638155A1cc6072cdAa8ee25F0Ac,0,active,0.000247,247000000000000,247000000000000
0xE9FB76F9453500C620542bC0e467a754d0615a70,0x5943e7C190b4bd5AE27D30b80dEf9d263391C610,0x5943e7C190b4bd5AE27D30b80dEf9d263391C610,0,closed,0.000243,243000000000000,243000000000000
0x3bcF865Fe48B0B16d38633C4E0C9C6E5c4338192,0x81cb7A3b214AF3c397575D175C29Dc5b92211895,0x81cb7A3b214AF3c397575D175C29Dc5b92211895,0,closed,0.000239,239000000000000,239000000000000
0x6a33e41284834B49d9d28eBD6c2dd3dC9E88a9c0,0x628784D011FAd4732DD8731022c3a106A28E227b,0x628784D011FAd4732DD8731022c3a106A28E227b,0,closed,0.000239,239000000000000,239000000000000
0x9E5a40e60191ebC0C4D0E0E341085054Be966A39,0x00FdDf15962fd7a4381E83dC82645Cf2a45db33D,0x00FdDf15962fd7a4381E83dC82645Cf2a45db33D,0,closed,0.000236,236000000000000,236000000000000
0xa9252E671a7E34F5211D6C9f88626aD3267D9b30,0x4328469Df2412DC3D6d490b27E8AB0AD7E4f8f59,0x4328469Df2412DC3D6d490b27E8AB0AD7E4f8f59,0,active,0.000234,234000000000000,234000000000000
0x10bFd4cc78d2E4DFCC3f30b8554857d13b887D86,0xB212766790771604164B159fe8090958F78625A7,0xB212766790771604164B159fe8090958F78625A7,0,active,0.00023,230000000000000,230000000000000
0x9edde3408Ba977c11319cf71dEc88bF8a4B0693e,0x0B5428d186007338b4298d784ce510B0788BEE9a,0x0B5428d186007338b4298d784ce510B0788BEE9a,0,closed,0.000229,229000000000000,229000000000000
0x8426c67E3A9b24e8B88098624994410E0AAF055f,0xC9DA783F8689889AF698AE05D9d6eC863216c140,0xC9DA783F8689889AF698AE05D9d6eC863216c140,0,closed,0.000224,224000000000000,224000000000000
0x6dC30C2632a8DB6FcB99a8331240f43E0ee22Be2,0x24a000804704B9557466382A806B6BAa31cf574C,0x24a000804704B9557466382A806B6BAa31cf574C,0,closed,0.000213,213000000000000,213000000000000
0x3Ab6d5B1b74e734cb9E69110Cdb9c29184731f13,0x4b56d943b8e7F8Ff98061C95fA67C4420dE19Fe3,0x4b56d943b8e7F8Ff98061C95fA67C4420dE19Fe3,0,closed,0.00021,210000000000000,210000000000000
0x94EC57598eA2D7D4CC5fDaabC0E848368DD01058,0x499c3f7D36d4475545E29b16c573F948432946D9,0x499c3f7D36d4475545E29b16c573F948432946D9,0,closed,0.000205,205000000000000,205000000000000
0x301084c8167412e41E640263fDA236E6E8d8F4eB,0xe4652854aC760a256F126b20980eCb85Ffe9475E,0xe4652854aC760a256F126b20980eCb85Ffe9475E,0,closed,0.000203,203000000000000,203000000000000
0x8197879D43DcC65E0BB628300c76CB3994B23c32,0x3631F39D7e7F8C4603ca67e12D49Ad59B5cA362a,0x3631F39D7e7F8C4603ca67e12D49Ad59B5cA362a,0,active,0.000203,203000000000000,203000000000000
0x61c84db6c9d0AB775fF296B739303a50C142D362,0x6611C2Ee26FCcE4ee722455269a38b20D693026E,0x6611C2Ee26FCcE4ee722455269a38b20D693026E,0,closed,0.000197,197000000000000,197000000000000
0x730d8974d16426E817b1bB0a648568A7BB95e516,0xFF36da79cf472A3d0D60f95561ADCE920514630F,0xFF36da79cf472A3d0D60f95561ADCE920514630F,0,active,0.000195,195000000000000,195000000000000
0xcbd3D53d0d1dd72C371c3C8eAE69C552191bd9a0,0x87941a73F2EA8e05DfA2854561E307a786c5E8e3,0x87941a73F2EA8e05DfA2854561E307a786c5E8e3,0,closed,0.00019,190000000000000,190000000000000
0x4E972BddF67C900326a30B7EBace5B36329C0d9D,0xAC88FD0dFFFe94293e9Bc15DDb7a8e92e8bc9084,0xAC88FD0dFFFe94293e9Bc15DDb7a8e92e8bc9084,0,closed,0.000186,186000000000000,186000000000000
0xf5db5BF2C0f2e9E5FA1Bf38c4785bF0370E4967A,0xa89E3973aB78111D6a9B98DAC1c99209D1fD972e,0xa89E3973aB78111D6a9B98DAC1c99209D1fD972e,0,closed,0.000185,185000000000000,185000000000000
0xBcAD524e51739c428a500076c6a020aB6672793F,0x246fdee8bCd65dB79fC1F4A1104f041fa6C94c84,0x246fdee8bCd65dB79fC1F4A1104f041fa6C94c84,0,closed,0.000184,184000000000000,184000000000000
0xC2381FAd30573cf04937dfBaa26610D2a3954dfE,0x67E24993007f6ECC55fa2A80Da51e68F020D1EA6,0x67E24993007f6ECC55fa2A80Da51e68F020D1EA6,0,closed,0.000184,184000000000000,184000000000000
0x86966e1f71FCdC7435AdCC1E252e4CfcD02D6753,0x05528Ff08664D75c86289E7B11A1165F79768cfb,0x05528Ff08664D75c86289E7B11A1165F79768cfb,0,active,0.000181,181000000000000,181000000000000
0x16f826d7Af05192289EAe57AfcB079aB926A6be3,0xDaB37067DBB1FC3DBf0114Fc5dDE3c3382E1359b,0xDaB37067DBB1FC3DBf0114Fc5dDE3c3382E1359b,0,active,0.000179,179000000000000,179000000000000
0xCFB92090f1e94fd65E5507d353df7F223eec5B60,0x2515659c48369592D0a47d32135AA87782051ba4,0x2515659c48369592D0a47d32135AA87782051ba4,0,active,0.000177,177000000000000,177000000000000
0xe04c98c3b6a09dad7FcadbfAbaf1D27D2b31A574,0xcC6cEaF8C8A3E55Da475Dd043A846520676Fc7E9,0xcC6cEaF8C8A3E55Da475Dd043A846520676Fc7E9,0,closed,0.000177,177000000000000,177000000000000
0x1ea70340f629790598436BFF57F92Fa76102035d,0x10de1012F65C0B18753c374138f2354942ef9FAD,0x10de1012F65C0B18753c374138f2354942ef9FAD,0,closed,0.000171,171000000000000,171000000000000
0x26baB1Eccef689b83193C42211f0b722786F57C2,0x0DE3f84782427380c6588A9dCA8675A5c40893Cb,0x0DE3f84782427380c6588A9dCA8675A5c40893Cb,0,active,0.000171,171000000000000,171000000000000
0x1cB3978b09cB745324F921f0918a2b4f474a18c3,0x066358CCCc307cABCd1fB808d1Ce759C481E46C4,0x066358CCCc307cABCd1fB808d1Ce759C481E46C4,0,active,0.000167,167000000000000,167000000000000
0x633Fa2EBC4E46EB15fbc37e87DAed3C5A6063cc2,0x368D68332de40890E6729cd9Ba394De9cBAE0a0b,0x368D68332de40890E6729cd9Ba394De9cBAE0a0b,0,closed,0.000167,167000000000000,167000000000000
0x91C6C52cacfCEEb804e33e9870394053e6A61Cd3,0x1E4E3f3C61F69329CDd7Fb13A20B352E7575075E,0x1E4E3f3C61F69329CDd7Fb13A20B352E7575075E,0,closed,0.000164,164000000000000,164000000000000
0x63ACE9642EBE18634B9d3816136b7a6f9224e919,0x6D42Be1820945F88B2439152Fb8f4ef32CeF4d47,0x6D42Be1820945F88B2439152Fb8f4ef32CeF4d47,0,closed,0.000163,163000000000000,163000000000000
0x582f74D0bF81F3cd16FA971CdFD6Ab748dAfaA12,0xbDFD7169297C36F503Df7fC1A06E3FC2f76Eab04,0xbDFD7169297C36F503Df7fC1A06E3FC2f76Eab04,0,closed,0.000162,162000000000000,162000000000000
0x979fdfE143D0Ed065c1376E58Cc24Fa5eDAdc824,0xb01c04DbbD184313Eb078A165077071ff319308c,0xb01c04DbbD184313Eb078A165077071ff319308c,0,active,0.00016,160000000000000,160000000000000
0x5488020Aeb418365f87c4289eb0F77bE132B5485,0xdaFFBB57fd438b362f6A25E66D900e8EE484E491,0xdaFFBB57fd438b362f6A25E66D900e8EE484E491,0,active,0.000157,157000000000000,157000000000000
0x4fFc7Faf2f466347400C107E28df42991416b021,0x2A1961174CD5588F6a3AcfCfa47686583E149038,0x2A1961174CD5588F6a3AcfCfa47686583E149038,0,closed,0.000155,155000000000000,155000000000000
0x57A51F209499A6191AB17f2F4008CafC6cc6a208,0xeB76bF04eC1De0A5E909fD48dFcBE7B1E2955b51,0xeB76bF04eC1De0A5E909fD48dFcBE7B1E2955b51,0,active,0.000155,155000000000000,155000000000000
0xC82E79E5277F77cA5A60aa12B7e74Ab9fA2Ed0E2,0x1FF54110f42AAD649cA5f32b750958c36504D627,0x1FF54110f42AAD649cA5f32b750958c36504D627,0,active,0.000154,154000000000000,154000000000000
0x3fb9CFe6E11E02CE44f670bC3bBc07Cc5e86b5DF,0x11735D306B212276C8cf3Ab8b4A869B0496a8Cf5,0x11735D306B212276C8cf3Ab8b4A869B0496a8Cf5,0,active,0.000152,152000000000000,152000000000000
0x0280B1939EB2b15e3ad75864d40d0b14c937836e,0x492b30e7B576aC749F2A398BC31F08d8436Ba504,0x492b30e7B576aC749F2A398BC31F08d8436Ba504,0,active,0.000149,149000000000000,149000000000000
0xd50EC900b9E3eE015832A79714D77575025e1b05,0x292E8c6BF177d448ea4892d0497f789474046487,0x292E8c6BF177d448ea4892d0497f789474046487,0,active,0.000141,141000000000000,141000000000000
0x46F4bf81F7D94113a36C69b23EFBA85969b7Dcf5,0x50641a31170bdC620f1c90f00C9d8f8e6E095BD6,0x50641a31170bdC620f1c90f00C9d8f8e6E095BD6,0,active,0.000136,136000000000000,136000000000000
0x24684ca7Ed92b8ffcb2F5bfF2D6d8B10BAb93817,0x796F31Aa3118eb362559960f63157Ca48D2b275f,0x796F31Aa3118eb362559960f63157Ca48D2b275f,0,closed,0.000132,132000000000000,132000000000000
0xfbeE8F31c3Ca00a1f80bFe22CEbA7B7FB75226c8,0xd4eC0E416E18b247Ff20EaC00C8ab43BD12DEF6F,0xd4eC0E416E18b247Ff20EaC00C8ab43BD12DEF6F,0,active,0.00013,130000000000000,130000000000000
0x4852AE00eBac75e8DFe0aBF45206D2A3C0b2BE0b,0x1ab9E593Cb12f5cB6C7A593D919c69Bedd375C2C,0x1ab9E593Cb12f5cB6C7A593D919c69Bedd375C2C,0,active,0.000128,128000000000000,128000000000000
0xcFC51E157E06E5F8FF08082604EB08aF1E265C14,0x27374d84b940539AF38677771cd31f79C48c501E,0x27374d84b940539AF38677771cd31f79C48c501E,0,active,0.000127,127000000000000,127000000000000
0xC2bCB5C3Cf0dBc5A7a10887Cdb0a852F8aE18844,0x1Cfd080c5B6CbDF6dCC14CBfEE9464C5c852c032,0x1Cfd080c5B6CbDF6dCC14CBfEE9464C5c852c032,0,active,0.000124,124000000000000,124000000000000
0x3478DC79Ee96eAF5362552b850CBe084CE82b5cC,0x6D7Ac63Aaa7bA8925dcB3E44BE6355261dCF688f,0x6D7Ac63Aaa7bA8925dcB3E44BE6355261dCF688f,0,closed,0.000122,122000000000000,122000000000000
0x941d2b1e83eb20eAc85DF3704ec704b7c68AE72C,0xc849FeB2C1220f5E3aDD88c16F13c38b7F0CA1f6,0xc849FeB2C1220f5E3aDD88c16F13c38b7F0CA1f6,0,closed,0.000122,122000000000000,122000000000000
0xBA3525f9235e324C3925FBb2D7bdbcd222c9ed47,0x03899041dD562E8612b6aB6870322217BD4BFef8,0x03899041dD562E8612b6aB6870322217BD4BFef8,0,closed,0.000122,122000000000000,122000000000000
